"codImport";"idEntImport";"nombre";"nombre corto";"descripción";"fechaConstitucion";"nombreDireccion";"direccion";"detalleDireccion";"direccionBreve";"cp";"ciudad";"lat";"lon";"email";"Telefono";"Pagina web";"Facebook";"Twitter";"tipo";"clasificacion";"created";"tipoCTS";"tipo_space";"tipo_topic";"tipo_agent";"direccionCompleta"
"CIVICS";496;"Corazón Verde de Chamberí";;"Colectivo Ciudadano que trata de mejorar las condiciones urbanas de Madrid y de Chamberí en particular. Dada la problemática actual del distrito, prestamos especial atención a la defensa del Patrimonio y del espacio público frente a la especulación urbanística, con vistas a conseguir parques y dotaciones de calidad. Integrados en la Plataforma No a este Plan.";;"AVV El Organillo";"C/ Meléndez Valdes, 24";;;;"Madrid";"40.4329706690987";"-3.7107852101326";"urbanismochamberi@gmail.com";;"https://corazonverdechamberi.wordpress.com";;"@verdechamberi";"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Ecología Urbana y Consumo";"Organizaciones y Asociaciones de Vecinos";"C/ Francisco del Pino, 45, 28021 Madrid, España"
"CIVICS";497;"Liga Cooperativa Basket";;"Es una liga alternativa, una liga nacida desde lxs deportistas y dedicada a lxs deportistas, somos nosotrxs mismxs, lxs que jugamos en la Liga lxs que la gestionamos (tu también), una Liga sin ánimo de lucro, y con mucho ánimo de conocer gente y de cambiar el barrio mediante el deporte. Una alternativa diferente a las institucionales que sentimos muy alejadas de las necesidades de la gente y muy exigentes en lo económico, lo que las hacen prácticamente inaccesibles.";;"Liga Cooperativa Basket";;"sin dirección";;;"Madrid";"40.4575884183341";"-3.6540162563324";"ligabasketcooperativa@gmail.com";;"http://ligabasketcooperativa.org";"https://www.facebook.com/ligabasketcooperativa";"@ligacooperativa";"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Trabajo Colaborativo";"Ecología Urbana y Consumo";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";498;"Red de Solidaridad Popular - Centro-Arganzuela";;"La Red de Solidaridad Popular pretende organizar la solidaridad de toda la clase trabajadora y de las capas populares con las víctimas de las políticas de “austeridad”. Sin asistencialismo. Desde la autorganización y el empoderamiento popular. Somos una organización antifascista, antiracista y feminista, cuyo objetivo es remar hacia otro modelo de sociedad. Trabajamos, sobretodo, 4 ejes: Soberanía Alimentaria, Orientación Jurídica, Educación Pública y Sanidad Universal. ";;;"C/ Olmo, 18";;;;"Madrid";"40.4115214";"-3.7001368";"rsp.madrid.centro@gmail.com";;"http://www.reddesolidaridadpopular.org/red/centro-arganzuela";"https://www.facebook.com/RSPCentroArganzuela";"@RSP_Centro";"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Educación Expandida";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";500;"La Galería de Magdalena";;"La galería de Magdalena es una plataforma cultural que se realiza en el espacio público, sobre todo en edificios en obras (aunque también en otros lugares infravalorados como solares y demás lugares que detectamos como oportunidades de intervención) transformándolos en soportes destinados a exposiciones temporales en las que todo lo que se expone se regala, #RegalosUrbanos.";;;"C/ Magdalena, 10";;;;"Madrid";"40.4123476";"-3.70215540000004";"lagaleriademagdalena@gmail.com";;"www.lagaleriademagdalena.com";;;"Centro Social";;"2015-06-16 20:05:45+00";"organizacion";"Otros";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";501;"Carabancheleando";;"Carabancheleando es un plataforma formada por personas de aquí y de allá. La mayoría vivimos en periferias urbanas como Carabanchel. ";;;"C/ Ánade, 10";;;;"Madrid";"40.39173";"-3.73108000000002";"carabancheleando@gmail.com";;"https://carabancheleando.wordpress.com/";;;"Medios de Comunicación";"Economía";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Mediación y Facilitación";"Organizaciones y Asociaciones de Vecinos";"C/ del General Oraá, 39, 28006 Madrid, España"
"CIVICS";504;"AVV Nudo Sur";;"Asociación vecinal de los barrios de Legazpi, Chopera y Delicias integrada por vecinos que trabajan por un barrio más habitable, solidario y participativo. Luchan contra la degradación ambiental del distrito y reclaman equipamientos educativos (sobre todo un instituto), sociales y culturales públicos y la cesión del mercado de frutas y verduras de Legazpi para las entidades del distrito, entre otras. ";;;"C/ Puerto de Béjar, 22";;;;"Madrid";"40.3880269";"-3.68685300000004";"afectados@afectadosnudosur.com";;"www.afectadosnudosur.com";"https://www.facebook.com/nudosur";"@nudosur";"Networking";"Ecología";"2015-06-16 20:05:45+00";"colectivo";"Otros";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";505;"AVV Nuevo Legazpi ";;"La asociación vecinal de Legazpi nació con la vocación de aglutinar a todas las personas interesadas en transformar el barrio en un lugar mejor para vivir luchando de forma específica contra el incremento del tráfico rodado de la zona. Reclama, junto con el resto de entidades del distrito, la cesión del mercado de frutas y verduras de Legazpi para crear un espacio público de autogestión ciudadana.    ";;;"C/ Puerto de Béjar, 14";;;;"Madrid";"40.3875582";"-3.68790650000005";"avnuevolegazpi@gmail.com";;"http://avnuevolegazpi.es/";;"@avnuevolegazpi";"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";506;"AVV Pasillo Verde-Imperial";;"Asociación vecinal integrada por personas interesadas en trabajar de forma altruista y voluntaria por la mejora del barrio. Entre otros frentes, han luchado contra la operación urbanística Mahou-Calderón, sometida a intereses especulativos. Carece de local público, al igual que el resto de asociaciones vecinales del distrito, por lo que reclama la cesión del mercado de frutas y verduras de Legazpi para crear un espacio público de autogestión ciudadana. ";;;"C/ Gasómetro, 11";;;;"Madrid";"40.40426";"-3.70801000000006";"avpasilloverde.imperial@gmail.com";;"www.avpasilloverdeimperial.org";"https://www.facebook.com/avpasilloverdeimperial";;"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Apoyo Mutuo y Cuidados";"Iniciativa Ciudadana";
"CIVICS";507;"Asoc. Cultural Amigos del Jardín de El Capricho";;"Asociación que trabaja en la promoción de los valores histórico-artísticos, paisajísticos, ambientales y pedagógicos, en la difusión de su historia y en la defensa de la integridad territorial y medioambiental del jardín El Capricho, declarado Bien de Interés Cultural en la categoría de jardín histórico.    ";;;"Avda. de Cantabria, 50";;;;"Madrid";"40.4582599";"-3.58367840000005";"acelcapricho@gmail.com";;"http://www.aavvmadrid.org/";;;"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Centro Social";"Ecología Urbana y Consumo";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";508;"Asoc. Familiar Alfonso de Ojeda de Vecinos de la Alameda de Osuna";;"Es la asociación vecinal decana del distrito. Constituida en octubre de 1973, la entidad ha trabajado y trabaja por la mejora del transporte público, por la conquista de equipamientos públicos (un ambulatorio, colegios...) y, sobre todo, contra el ruido provocado por el aeropuerto de Barajas y contra la permanencia del depósito de queroseno. Participa en la Plataforma de Alimentos Distrito 21.   ";;;"C/ Canoa, 11";;;;"Madrid";"40.45208";"-3.58958000000007";"asociacionafao@gmail.com";;"www.afaoweb.blogspot.com.es";;;"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Centro Social";"Otra";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";510;"FRAMV";;"Federación regional de asociaciones de vecinos ";;"FRAMV";"C/ Camino de Vinateros, 53";;;;"Madrid";"40.41109";"-3.65300000000002";"fravm@aavvmadrid.org";917252909;"http://www.aavvmadrid.org/";"https://www.facebook.com/FRAVM-Federaci%C3%B3n-Regional-de-Asociaciones-Vecinales-de-Madrid-308382639145/timeline/?ref=ts";"@FRAVM";"Asociaciones de Vecinos";"Urbanismo";"2015-09-09 14:41:17.711705+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Movilidad Sostenible";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";511;"Red de Solidaridad Popular - Puente de Vallekas";;"La RSP pretende organizar la solidaridad de toda la clase trabajadora y de las capas populares con las víctimas de las políticas de “austeridad"". Sin asistencialismo. Desde la autorganización y el empoderamiento popular. Somos una organización antifascista, antiracista y feminista, cuyo objetivo es remar hacia otro modelo de sociedad. Tenemos los siguientes grupos de trabajo: Despensa Solidaria, Ropero Popular,Asesoría Jurídica,Clases de Castellano y de Árabe,Grupo de Mujeres,Huerto comunitario.";;"AVV Pozo del Tio Raimundo";"Avda. de las Glorietas, 19-21";;;;"Madrid";"40.3735937";"-3.66023770000004";"redsolidaridadpopularvallekas@gmail.com";652028607;"http://www.reddesolidaridadpopular.org/red/pte-vallekas";"https://www.facebook.com/rsp.vallekas";"@RspVallekas";"Movilidad";"Derechos Humanos";"2015-09-09 20:07:15.010786+00";"organizacion";"Despensas Solidarias y Bancos de Intercambio";"Apoyo Mutuo y Cuidados";"Iniciativa Ciudadana";
"CIVICS";516;"La Comunidad Verde ";;"LA COMUNIDAD VERDE es la organización sin ánimo de lucro que reúne a destacadas asociaciones de la jardinería y las áreas verdes para la promoción de estas actividades y la divulgación de sus beneficios para la sociedad. Constituida como Federación, cuenta con organizaciones representativas de una amplia mayoría de profesionales, empresas y actividades que forman este sector: arboricultura, centros de jardinería, greenkeepers, protección de las plantas, maquinaria de jardinería, productos.";;;"C/ Miguel Ángel, 7";;;;"Madrid";"40.4345575";"-3.69147090000001";"lcv@lacomunidadverde.com";676952876;"http://www.lacomunidadverde.com/";"https://www.facebook.com/LaComunidadVerdeOrg/timeline/";"@LCVerde";"Asociaciones de Vecinos";"Urbanismo";"2015-09-10 07:23:50.459409+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Mediación y Facilitación";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";517;"Salsa Tabacalera";;"Salsa Tabacalera es un colectivo autogestionado que semanalmente ofrece un taller gratuito para aprender a bailar salsa. Tiene más de cinco años de actividad ininterrumpida. Su sede principal es CSA Tabacalera (excepto temporada de verano cuyas actividades se realizan en El Retiro. Cada año organiza también el festival Son y Sol. Se constituye como un espacio alternativo y diferenciado de la vertiente meramente comercial salsera que se ofrece en la ciudad.";;;"C/ de Embajadores, 51";;;;"Madrid";"40.4015097";"-3.69970439999997";"salsatabacalera@gmail.com";;;"https://www.facebook.com/profile.php?id=100007621005442";;"Asociaciones de Vecinos";"Urbanismo";"2015-09-11 11:25:06.52699+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Iniciativa Ciudadana";
"CIVICS";519;"Club de Lectura de Vicálvaro";;"Un grupo abierto de vecinos nos reunimos una vez al mes en la biblioteca pública para comentar un libro, de forma autogestionada";;;"C/ Villar Dondiego, 22";;;;"Madrid";"40.406956";"-3.60838620000004";"clublecturavucalvaro@gmail.com";656352503;;"www.facebook.com/clublecturavicalvaro";;"Asociaciones de Vecinos";"Urbanismo";"2015-09-11 11:32:03.062955+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Política y Gobernanza";"Iniciativa Ciudadana";
"CIVICS";520;"Estudio de Madrización";;"En pleno centro del barrio de Malasaña, Madrización ha creado un espacio para la tertulias, reuniones y puestas en marcha de proyectos para este colectivo itinerante que es una corriente. Nos interesa todo lo que tiene que ver con la creatividad, la construcción de forma e imagen, Madrización es una corriente de la new age que une, crea sinergias de colaboración entre los miembros de este colectivo itinerante para desarrollar proyectos que cuestionen estructuras establecidas que no funcionan.";;"Estudio de Madrización";"C/ Espiritu Santo, 11";;;;"Madrid";"40.4251685";"-3.70301910000001";"puente@madrizacion.com";912606883;"www.madrizacion.com";"https://www.facebook.com/estudiodemadrizacion";"@madrizacion";"Espacio Vecinal";"Arte";"2015-09-11 11:37:11.883921+00";"colectivo";"Encuentro Diálogo y Corresponsabilidad";"Mediación y Facilitación";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";524;"Asociacion Vecinal La Luna";;"Asociación Vecinal del Barrio de La Luna trabaja desde la participacion en la reconquista de los espacios públicos, luchamos para mejorar el entorno de nuestro barrio involucrando a los/as vecinos/as en ese cambio.";;;"C/ Manuela Malasaña, 7";;;;"Madrid";"40.3766945";"-3.54149519999999";"aavvlaluna@gmail.com";;"http://aavvlaluna.blogspot.es";"https://www.facebook.com/aavvlaluna";"@aavvlaluna";"Asociaciones de Vecinos";"Urbanismo";"2015-09-15 22:02:13.367964+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Cultura Libre";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";525;"Alcohólicos Rehabilitados Asociación Madrileña";"ARAM";"Grupos de Auto-Ayuda para enfermos alcohólicos y familiares";;;"C/ Tracia, 6 - 1º";;;;"Madrid";"40.4396681";"-3.62909239999999";"aram@telefonica.net";913041403;"http://www.aramasociacionalcoholicos.org/";;;"Apoyo Mutuo";"Educación";"2015-09-16 09:04:37.241825+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Mediación y Facilitación";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";530;"Escuela Deportiva Dosa";;"Escuela deportiva fundada por antiguos alumnos del Colegio en los años 50. Reconocido como entidad de carácter social, sin ánimo de lucro. Instalaciones al aire libre: campo de baloncesto, de minibasket, campo de fútbol de hierba artificial, campos de futbol sala, campos de voleivol. Instalaciones cubiertas: gimnasio, sala de medios audiovisuales, aulas con viedo para explicación teórica.";;"Escuela Deportiva Dosa";"C/ Santo Domingo Savio, 2";;;;"Madrid";"40.4299377828886";"-3.63456493264164";"cfgs@salesianosdosa.com";913683100;"http://www.salesianosdosa.com/";"https://www.facebook.com/salesianossantodomingosavio";"https://twitter.com/salesianosdosa";"Asociaciones de Vecinos";"Urbanismo";"2015-09-16 10:51:52.596269+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Deporte";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";531;"Costa Fleming";;"Asociación para comerciantes de la Costa Fleming. Plataforma en la que dinamizamos las empresas y locales, generarmos el asociacionismo entre los comercios, protegemos el negocio tradicional, y atraemos nuevas formas de negocio, damos a conocer toda la oferta cultural y de ocio del barrio, los comercios, gastronomía, las tiendas... #makingbarrio";;;"C/ Felix Boix, 14 - 2 C";;;;"Madrid";"40.463012";"-3.68655850000005";"hola@costafleming.es";669058245;"http://costafleming.es";"www.facebook.com/laCostaFleming";"@costa_fleming";"Asociaciones de Vecinos";"Urbanismo";"2015-09-16 11:00:15.262011+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Cultura Libre";"Iniciativa Ciudadana";
"CIVICS";532;"Getafe Vecinal";;"Se trata de un medio de información alternativo, que trabaja por y para las vecinas de Getafe y que se crea de manera participativa, ya que está abierto a que cualquier persona de la población pueda escribir en él. Tiene una línea digital, otra en papel periódico y otra de radio.";;"Getafe Vecinal";;"sin dirección";;;"Getafe";;;"getafevecinal@gmail.com";;"https://getafevecinal.wordpress.com/";"https://www.facebook.com/groups/448983858482276";"@getafevecial";"Escuela";;"2015-09-16 11:18:44.760612+00";"organizacion";"Medios de Comunicación Vecinales";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";"C/ Luis Cabrera, 19, 28002 Madrid, España"
"CIVICS";533;"Centro Social Comunitario ""Josefa Amar""";;"Este centro, llamado Social-comunitario nace para responder a la demanda vecinal de un lugar de reunión y de servicio para las necesidades sociales, principalmente las de las asociaciones del distrito, cuyo espacio en ocasiones es reducido o limitado por sus escasas condiciones económicas.";;"Centro Social Comunitario ""Josefa Amar""";"C/ General Aranda, 30";;;;"Madrid";"40.4731095";"-3.69382300000007";"csctetuan@gmail.com";917330258;"http://www.tetuanparticipa.org/";;;"Fundación";"Derechos Humanos";"2015-09-16 11:23:17.436525+00";"organizacion";"Solares y Espacios Recuperados";"Derechos e Igualdad";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";534;"Red Internacional de Educación";"RIE";"RIE es una entidad sin ánimo de lucro fundada en 2013 formada por personas y centros educativos que buscan la transformación y la renovación educativa. Ante la desorientación y las graves dificultades que están sufriendo las escuelas, RIE ofrece proyectos, publicaciones, cursos y programas de apoyo e intervención directa dentro y fuera de España.";;;"C/ Las Eras, 39";;;;"Villaviciosa de Odón";"40.357521";"-3.90165320000006";"info@rieducacion.org";;"http://rieducacion.org/";"https://www.facebook.com/rieducacion";"https://twitter.com/RIEducacion";"Deporte";;"2015-09-16 11:33:10.112149+00";"colectivo";"Encuentro Diálogo y Corresponsabilidad";"Apoyo Mutuo y Cuidados";"Iniciativa Ciudadana";"C/ de Luis Mitjans, 56, 28007 Madrid, España"
"CIVICS";535;"Fundación La Semilla";;"Entidad sin ánimo de lucro constituida en 1999. Tiene como fines principales realizar actividades socio-culturales, principalmente teatrales, para la difusión de la solidaridad, la cultura y la educación. Colabora en la atención de personas en riesgo de exclusión por razones físicas, sociales o culturales y contribuye a la puesta en marcha de proyectos de desarrollo en países empobrecidos mediante la cooperación con distintas ONG.";;;"C/ Luis Mitjans, 10";;;;"Madrid";"40.39982";"-3.67052000000001";"info@fundacionlasemilla.es";;"http://www.fundacionlasemilla.es/";"https://www.facebook.com/fundacionlasemilla";;"Medios de Comunicación";"Política";"2015-09-16 11:48:32.323944+00";"colectivo";"Encuentro Diálogo y Corresponsabilidad";"Educación Expandida";"Organizaciones y Asociaciones de Vecinos";"C/ Luis Peidró, 2, 28007 Madrid, España"
"CIVICS";536;"ACE Chamberí";;"Asociación de Comerciantes y Empresarios de Chamberí";;;"C/ Alenza, 20";;;;"Madrid";"40.44467";"-3.69992000000002";"info@acechamberi.com";657986259;"www.acechamberi.com";"www.facebook.com/acecamberi";"@acechamberi";"Centro Social";;"2015-09-16 12:27:35.388363+00";"colectivo";"Trabajo Colaborativo";"Ecología Urbana y Consumo";"Iniciativa Ciudadana";"C/ Luis Peidró, 2, 28007 Madrid, España"
"CIVICS";540;"Escuela de Charangas de Vallecas";;"Escuela popular y autogestionada de charangas con más de 25 años de trayectoria. ";;;"Avda. Pablo Neruda, 5";;;;"Madrid";"40.3925850707882";"-3.64064255523681";"ephemero25@gmail.com";691666287;"http://escueladecharangasdevallecas.blogspot.com.es/";"http://escueladecharangasdevallecas.blogspot.com.es/";;"Apoyo Mutuo";"Derechos Humanos";"2015-09-17 07:35:57.636625+00";"colectivo";"Medios de Comunicación Vecinales";"Derechos e Igualdad";"Asambleas Populares, Mareas, Plataformas y Grupos de Trabajo";"C/ Luis Peidró, 2, 28007 Madrid, España"
"CIVICS";541;"AVV Virgen de Begoña";;"Los vecinos se han movilizado para pedir a las autoridades que rehabiliten el barrio -sin reformar desde mediados del siglo pasado-, lo modernicen y lo adapten a sus necesidades.";;;"San Dacio, 10";;;;"Madrid";"40.4849911";"-3.68833070000005";"vecinosdebegona@gmail.com";;"http://asociacionvecinosbegona.blogspot.com.es/";;;"Asociaciones de Vecinos";"Urbanismo";"2015-09-17 07:38:43.563072+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Mediación y Facilitación";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";542;"Catas de Vino Solidarias";;"En CATAS DE VINO SOLIDARIAS hacemos catas en locales de Madrid, enotecas y a domicilio siempre que haya un mínimo de 10 personas (para que una recaudación mínima sea alcanzada siempre) y la ONG elegida por el organizador o los alumnos sea transparente. Recaudamos una media de 250 euros limpios al mes para diversas ONG's como Cirugía En Turkana, Arbio Peru, Survival, AECC, Unicef, Agencia Española para el Refugiado, etc";;;"C/ de Segovia, 16";;;;"Madrid";"40.4138092";"-3.7113689";"catasdevinosolidarias@outlook.es";;;"www.facebook.com/catasdeVinoSolidarias";;"Empresa Social";"Arte";"2015-09-17 07:42:09.566568+00";"organizacion";"Trabajo Colaborativo";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";545;"Plataforma Auditoría Ciudadana de la Deuda";;"Desde el 25 de marzo de 2012 se puso ya en marcha la Plataforma Auditoria Ciudadana de la Deuda (PACD) “No debemos, No pagamos”. En la actualidad estamos constituidos diferentes nodos de la PACD entre ellos el de la PacdMadrid. Nuestros objetivos además de definir cómo queremos que sea la auditoría, qué deudas queremos auditar, quién debe participar en este proceso y con qué objetivos y límites de ilegitimidad;es un cambio de sistema, en el que las personas y el medio ambiente estén en el centro";;"Plataforma Auditoría Ciudadana de la Deuda";;"sin dirección";;;"Madrid";;;"pacd.madrid@gmail.com";;"www.auditoriaciudadana.net";;;"Medios de Comunicación";"Política";"2015-09-17 13:18:26.113857+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Derechos e Igualdad";"Asambleas Populares, Mareas, Plataformas y Grupos de Trabajo";"C/ Magnolias, 35, 28029 Madrid, España"
"CIVICS";546;"Asociación Vecinal Plus Ultra";;"Somos una asociación vecinal , con 50 años de antigÜedad. Durante muchos años la Asociación estuvo adormilada, pero la gente que ahora trabaja en ella está haciendo todo lo posible por hacerla revivir. Realizamos muchas actividades socio culturales, formamos parte de la Plataforma Contra el Cierre de Urgencias, damos apoyo escolar a chavalxs de la zona , talleres, videforums,....";;;"C/ Gran Poder, 6 - Bajo";;;;"Madrid";"40.4703185857813";"-3.58433246612549";"aa.vv.plusultra@gmail.com";917477137;"avplusultra.jimdo.com";"https://www.facebook.com/AVplusultra";"@AVplusultra";"Empresa Social";"Educación";"2015-09-17 18:31:10.474599+00";"organizacion";"Despensas Solidarias y Bancos de Intercambio";"Ecología Urbana y Consumo";"Iniciativa Ciudadana";"C/ Manuel Laguna, 19, 28018 Madrid, España"
"CIVICS";549;"AVV PAU del Ensanche de Vallecas";;"Asociación vecinal creada en marzo de 2003 para evitar los abusos en las adquisiciones de viviendas en el Ensanche de Vallecas y mejorar las condiciones de vida de sus actuales y futuros habitantes, que podemos resumir en la mejora de las dotaciones del barrio, la participación ciudadana y la toma de conciencia por las administraciones y agentes sociales  acerca de los problemas de abandono institucional que sufrimos los nuevos desarrollos urbanísticos. Forma parte de la FRAVM.";;;"C/ Baños de Valdearados, 15";;;;"Madrid";"40.3679570349983";"-3.61047609178775";"administracion@paudevallecas.org";913856935;"www.paudevallecas.org";"https://www.facebook.com/avpaudevallecas";"@avpaudevallecas";"Asociaciones de Vecinos";"Urbanismo";"2015-09-18 05:38:14.575974+00";"organizacion";"Derivas y Rutas Urbanas";"Movilidad Sostenible";"Iniciativa Ciudadana";
"CIVICS";551;"KLOUVI, Arte en Transformación";;"Klouvi  es una tienda- taller  cuyo objetivo es crear y sostener un espacio de trabajo abierto al intercambio donde lo singular  se enriquezca de la labor colectiva con otros artistas, diseñadores y artesanos. Gestionado asociativamente  damos a conocer nuestros trabajos de obra gráfica, restauración, diseño textil y artesanías así como la de otros artistas y diseñadores  invitados. Apostamos por el  trabajo artesanal  y ofrecemos al público  cursos de grabado, restauración y costura (entre otros).";;;"C/ Santa Ana, 6 - Local 1";;;;"Madrid";"40.4168578";"-3.7117457";"info.klouvi@gmail.com";;"www.klouvi.org";"https://www.facebook.com/klouvi";;"Asociaciones de Vecinos";"Urbanismo";"2015-09-18 07:10:20.365641+00";"organizacion";"Derivas y Rutas Urbanas";"Cultura Libre";"Iniciativa Ciudadana";
"CIVICS";555;"La Cancha de Lavapiés";;"Colectivo que funciona dentro de C.S.A LA TABACALERA. Somos un grupo de artistas, productores, cantantes y dj´s que nos organizamos para promover la cultura urbana en sus diversas expresiones a través de eventos musicales y programas de formación musical, idiomas, pintura, danza, etc. Para que estos conocimientos sean usados como herramienta de integración ayudando a los jóvenes en riesgo de exclusión social de forma gratuita";;"La Cancha de Lavapiés";"C/ Embajadores, 53";;;;"Madrid";"40.4061868";"-3.7031068";"lacanchadelavapies@gmail.com";647249275;;"www.facebook.com/Lacancha Lavapies Colectivo";"@lacanchadelavapies";;"Patrimonio";"2015-09-18 07:15:18.012333+00";"colectivo";"Derivas y Rutas Urbanas";"Educación Expandida";"Iniciativa Ciudadana";"C/ del Marqués del Riscal, 7, 28010 Madrid, España"
"CIVICS";556;"Espacio Ucrania";;"Cooperativa de espacio.";;"Espacio Ucrania";"C/ Martin de los Heros, 52";;;;"Madrid";"40.4276087";"-3.71624659999998";"hola@espacioucrania.com";917526949;"http://www.espacioucrania.com/";"https://www.facebook.com/EspacioUcrania";"@EspacioUcrania";"Empresa Social";"Economía";"2015-09-18 07:31:39.40536+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Ecología Urbana y Consumo";"Iniciativa Ciudadana";
"CIVICS";558;"GreenDrinks Madrid";;"Este foro se ha consolidado en los últimos años como un punto de encuentro para estudiantes, recién egresados y profesionales consolidados del sector ambiental. Su principal seña de identidad es su carácter informal, reservando siempre más tiempo para el Networking que para la presentaciones formales. Se realiza el primer jueves de cada mes a partir de las 20:30 h.";;;"C/ General Ramírez de Madrid, 14";;;;"Madrid";"40.455049";"-3.69772179999995";"roberto.ruiz.robles@cienciasambientales.org.es";;"http://www.greendrinksmad.org/";"https://www.facebook.com/GreenDrinksMadrid";"@GreenDrinksMAD";"Empresa Social";"Ecología";"2015-09-18 08:42:40.497496+00";"organizacion";"Otros";"Ecología Urbana y Consumo";"Administración Pública";
"CIVICS";559;"AVV La Fraternidad de Los Cármenes ";;"Asociación Vecinal que promueve el desarrollo asociativo y cultural en el barrio de Caño Roto. Realiza diversas tareas como son el buscar un barrio más habitable. Desarrolla actividades culturales en su local: alfabetización de mayores, memoria, informática, bailes, gimnasia, apoyo escolar, actividades para niños, etc. Tambien acoge al grupo de scout Heptagono y al Club Deportivo Sporting Laguna. En su local se desarrollan actividades de Planes de Barrio y de Mediacion Vecinal. ";;;"C/ Escalonilla, 19";;;;"Madrid";"40.3961262";"-3.74132059999999";"avvlafraternidad@gmail.com";914284353;"www.avvlafraternidad.org";"https://www.facebook.com/avvlafraternidad";"@AVLaFraternidad";"Espacio Vecinal";"Cultura";"2015-09-18 10:03:57.344916+00";"organizacion";"Centro Social";"Otra";"Organizaciones y Asociaciones de Vecinos";"C/ Matilde Hernández, 34, 28019 Madrid, España"
"CIVICS";561;"Asociación Jubilares";;"Asociación sin ánimo de lucro. Trabajamos en la creación y mejora de entornos para envejecer con autonomía e incluid@s en la comunidad. Faciltamos la creación de comunidades autogestionadas de personas mayores que diseñan con métodos participativos el lugar donde quieren vivir (= jubilares, conocidos como ""senior cohousing""). Ciudades Amigables. Planificación Integral y Centrada en la Persona.";;;"C/ Zurbano, 58 - 1º C";;;;"Madrid";"40.434669";"-3.69308509999996";"info@jubilares.es";913087038;"www.jubilares.es";"www.facebook/jubilares";"@jubilares";"Asociaciones de Vecinos";"Urbanismo";"2015-09-18 10:26:38.568389+00";"organizacion";"Centro Social";"Otra";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";562;"Madricicleta";;"Una ciudad más amigable. A pié, en bici, en patinete, en transporte público. Iniciativa sin ánimo de lucro.";;;"Avda. Valdelasfuentes, 32";;;;"San Sebastián de los Reyes";"40.552648";"-3.63575939999998";"info@madricicleta.com";;"http://www.madricicleta.com";"www.facebook.com/madricicleta";"@madricicleta";"Urbanismo";;"2015-09-18 11:24:57.372761+00";"colectivo";"Centro Social";"Política y Gobernanza";"Iniciativa Ciudadana";
